data,n_runs,privacy,eps,delta,ss,af,af_epoch,af_prob,af_mr,af_tc,af_count,adaptive_lr,lr,epo,max_leaves,rmse,rmse_std,acc,acc_std,auroc,auroc_std
data/adult.csv,25,True,0.1,1e-06,True,True,1,0.01,2,False,2,False,0.01,300,3,,,0.8035436818670353,0.011616658912100461,0.8471388876461687,0.018256396772496786
data/adult.csv,25,True,0.1,1e-06,True,True,1,0.01,2,False,4,False,0.01,300,3,,,0.8091325042223245,0.009807031995629744,0.8538506304911389,0.012254772969371866
data/adult.csv,25,True,0.1,1e-06,True,True,1,0.02,2,False,1,False,0.01,300,3,,,0.7873422385997236,0.01024394302908925,0.8253928874371459,0.01491836563353891
data/adult.csv,25,True,0.1,1e-06,True,True,1,0.02,2,False,2,False,0.01,300,3,,,0.7934838016275143,0.010174577533121112,0.836580817013277,0.01923640189449353
data/adult.csv,25,True,0.1,1e-06,True,True,1,0.02,2,False,4,False,0.01,300,3,,,0.8047842775986487,0.00977513058004475,0.8461161940379615,0.018111987071598667
data/adult.csv,25,True,0.1,1e-06,True,True,1,0.05,2,False,1,False,0.01,300,3,,,0.768684170121296,0.008357162214190025,0.7777195680141528,0.027804477981853513
data/adult.csv,25,True,0.1,1e-06,True,True,1,0.05,2,False,2,False,0.01,300,3,,,0.7767664670658683,0.008533780833902285,0.8091177355446885,0.02163324406075577
data/adult.csv,25,True,0.1,1e-06,True,True,1,0.05,2,False,4,False,0.01,300,3,,,0.7902164900967297,0.01164994125181214,0.831825942221185,0.021441250215292765
data/adult.csv,25,True,0.1,1e-06,True,True,1,0.1,2,False,1,False,0.01,300,3,,,0.7610379241516967,0.005591838331263375,0.7553863000208889,0.03502944147893089
data/adult.csv,25,True,0.1,1e-06,True,True,1,0.1,2,False,2,False,0.01,300,3,,,0.7632488868417013,0.006007673061155113,0.774294937999498,0.028593586119327122
data/adult.csv,25,True,0.1,1e-06,True,True,1,0.1,2,False,4,False,0.01,300,3,,,0.7726331951481652,0.0076477479152123875,0.8012017393560654,0.01674550425080753
data/adult.csv,25,True,0.1,1e-06,True,True,1,0.2,2,False,1,False,0.01,300,3,,,0.7621249808076155,0.005988027101614488,0.7153246503924207,0.03153058397526731
data/adult.csv,25,True,0.1,1e-06,True,True,1,0.2,2,False,2,False,0.01,300,3,,,0.7588208198986642,0.0053505669312758014,0.7410544508673592,0.030833449092051563
data/adult.csv,25,True,0.1,1e-06,True,True,1,0.2,2,False,4,False,0.01,300,3,,,0.7611914632273913,0.007106571336416047,0.7655728815203335,0.024703435740680443
data/adult.csv,25,True,0.1,1e-06,False,True,1,0.01,2,False,1,False,0.01,300,4,,,0.7728481498541379,0.011502860635159134,0.8507613025105045,0.012034463790865773
data/adult.csv,25,True,0.1,1e-06,False,True,1,0.01,2,False,2,False,0.01,300,4,,,0.7912175648702593,0.011325232063895777,0.8601370464379399,0.009919683767039701
data/adult.csv,25,True,0.1,1e-06,False,True,1,0.01,2,False,4,False,0.01,300,4,,,0.8041148472286196,0.009478821605165975,0.862926746470702,0.009967612207483047
data/adult.csv,25,True,0.1,1e-06,False,True,1,0.02,2,False,1,False,0.01,300,4,,,0.7614739751266696,0.005379062655321809,0.8260049315922267,0.024354628997723487
data/adult.csv,25,True,0.1,1e-06,False,True,1,0.02,2,False,2,False,0.01,300,4,,,0.7710916628281898,0.00962672324186614,0.8479457922568956,0.013503505975641547
data/adult.csv,25,True,0.1,1e-06,False,True,1,0.02,2,False,4,False,0.01,300,4,,,0.7941102410563488,0.008540028341719139,0.8597904319288507,0.009276717475151321
data/adult.csv,25,True,0.1,1e-06,False,True,1,0.05,2,False,1,False,0.01,300,4,,,0.7590173499155535,0.0037752183435808763,0.8065178854987494,0.03622097215753042
data/adult.csv,25,True,0.1,1e-06,False,True,1,0.05,2,False,2,False,0.01,300,4,,,0.7595025333947489,0.004965916107773539,0.8326658168099869,0.018574531692884307
data/adult.csv,25,True,0.1,1e-06,False,True,1,0.05,2,False,4,False,0.01,300,4,,,0.7655212651619837,0.007772496818415301,0.8435961394958728,0.016056931269750923
data/adult.csv,25,True,0.1,1e-06,False,True,1,0.1,2,False,1,False,0.01,300,4,,,0.7614432673115309,0.007151759828188486,0.7956080901472273,0.04496453132412025
data/adult.csv,25,True,0.1,1e-06,False,True,1,0.1,2,False,2,False,0.01,300,4,,,0.760466758790112,0.005052143967184085,0.8097062411045612,0.023784253453650685
data/adult.csv,25,True,0.1,1e-06,False,True,1,0.1,2,False,4,False,0.01,300,4,,,0.7599570090588056,0.004188888169502223,0.8295162847852486,0.013746216652698845
data/adult.csv,25,True,0.1,1e-06,False,True,1,0.2,2,False,1,False,0.01,300,4,,,0.7605097497313067,0.004047378569776253,0.7819238526591243,0.039136022955622546
data/adult.csv,25,True,0.1,1e-06,False,True,1,0.2,2,False,2,False,0.01,300,4,,,0.7603992015968063,0.004499322654990793,0.7910795326163086,0.027547216526875935
