data,n_runs,privacy,eps,delta,ss,af,af_epoch,af_prob,af_mr,af_tc,af_count,adaptive_lr,lr,epo,max_leaves,rmse,rmse_std,acc,acc_std,auroc,auroc_std
data/adult.csv,25,True,0.1,0.0,False,True,1,0.01,2,False,1,False,0.01,300,3,,,0.6459388914478734,0.0387737940305,0.5413308175803931,0.048640213065051244
data/adult.csv,25,True,0.1,0.0,False,True,1,0.01,2,False,2,False,0.01,300,3,,,0.6371134653769385,0.02891512575717859,0.5536420871537304,0.06063582502604568
data/adult.csv,25,True,0.1,0.0,False,True,1,0.01,2,False,4,False,0.01,300,3,,,0.6342207891908491,0.03636572200753564,0.5467031089504559,0.057787293680067624
data/adult.csv,25,True,0.1,0.0,False,True,1,0.02,2,False,1,False,0.01,300,3,,,0.6471856287425151,0.036740750888819285,0.5613402292391565,0.06668788344299172
data/adult.csv,25,True,0.1,0.0,False,True,1,0.02,2,False,2,False,0.01,300,3,,,0.6471364962382925,0.041547095128576045,0.5612977849652467,0.061334519604755285
data/adult.csv,25,True,0.1,0.0,False,True,1,0.02,2,False,4,False,0.01,300,3,,,0.6320343927529556,0.04991872629654536,0.5465010250296481,0.06399688220595405
data/adult.csv,25,True,0.1,0.0,False,True,1,0.05,2,False,1,False,0.01,300,3,,,0.6100353139874098,0.0530475472073207,0.5163296544834528,0.055450224942468936
data/adult.csv,25,True,0.1,0.0,False,True,1,0.05,2,False,2,False,0.01,300,3,,,0.6279932442806694,0.04602902406606609,0.5444693909828814,0.05540247521558076
data/adult.csv,25,True,0.1,0.0,False,True,1,0.05,2,False,4,False,0.01,300,3,,,0.6166927683095348,0.047031063923183396,0.5310838135801964,0.0668001512795393
data/adult.csv,25,True,0.1,0.0,False,True,1,0.1,2,False,1,False,0.01,300,3,,,0.6003193612774451,0.05238624237893208,0.5238785426397511,0.05809771091032819
data/adult.csv,25,True,0.1,0.0,False,True,1,0.1,2,False,2,False,0.01,300,3,,,0.5876923076923077,0.06583431693498971,0.5194790703705862,0.07007389200115326
data/adult.csv,25,True,0.1,0.0,False,True,1,0.1,2,False,4,False,0.01,300,3,,,0.6194994626132351,0.06191321537664609,0.5625338804862788,0.07187239351959834
data/adult.csv,25,True,0.1,0.0,False,True,1,0.2,2,False,1,False,0.01,300,3,,,0.5605834484876401,0.07593170223848396,0.5236672264233324,0.06862841811509623
data/adult.csv,25,True,0.1,0.0,False,True,1,0.2,2,False,2,False,0.01,300,3,,,0.5605036081682787,0.07765946441283042,0.49919797041464703,0.05543268705422201
data/adult.csv,25,True,0.1,0.0,False,True,1,0.2,2,False,4,False,0.01,300,3,,,0.5803899892522647,0.05206051447856976,0.5415372732160059,0.05759107465247027
data/adult.csv,25,True,0.1,0.0,True,True,1,0.01,2,False,1,False,0.01,300,3,,,0.6222324581606018,0.06091235525661955,0.5376941261656939,0.08039191022414958
data/adult.csv,25,True,0.1,0.0,True,True,1,0.01,2,False,2,False,0.01,300,3,,,0.6210164286810993,0.05187193946598998,0.5621238399536823,0.041556092685376925
data/adult.csv,25,True,0.1,0.0,True,True,1,0.01,2,False,4,False,0.01,300,3,,,0.6265069860279442,0.06870048703852473,0.5692472572464812,0.07384087467081345
data/adult.csv,25,True,0.1,0.0,True,True,1,0.02,2,False,1,False,0.01,300,3,,,0.6312728389375095,0.05310296922798962,0.5895607241695847,0.05136933682910062
data/adult.csv,25,True,0.1,0.0,True,True,1,0.02,2,False,2,False,0.01,300,3,,,0.6214647627821281,0.040170611208520945,0.5660922878929189,0.05730416077054714
data/adult.csv,25,True,0.1,0.0,True,True,1,0.02,2,False,4,False,0.01,300,3,,,0.6134377399048057,0.05418302779420922,0.5521877071856539,0.06806586097079606
data/adult.csv,25,True,0.1,0.0,True,True,1,0.05,2,False,1,False,0.01,300,3,,,0.6420758483033931,0.052353838234119626,0.5766423744137892,0.062421997850248594
data/adult.csv,25,True,0.1,0.0,True,True,1,0.05,2,False,2,False,0.01,300,3,,,0.6409396591432519,0.04889471245279694,0.5720672975613406,0.0598515391562928
data/adult.csv,25,True,0.1,0.0,True,True,1,0.05,2,False,4,False,0.01,300,3,,,0.6061845539689851,0.05419425531659881,0.5344348717168684,0.06904091585778555
data/adult.csv,25,True,0.1,0.0,True,True,1,0.1,2,False,1,False,0.01,300,3,,,0.6395823737141103,0.05207610884882457,0.5693891477404405,0.06719192294437636
data/adult.csv,25,True,0.1,0.0,True,True,1,0.1,2,False,2,False,0.01,300,3,,,0.6244618455396899,0.05152927515661569,0.5572985702870944,0.059910121880447156
data/adult.csv,25,True,0.1,0.0,True,True,1,0.1,2,False,4,False,0.01,300,3,,,0.6409273760171963,0.0547852703804342,0.5544226397105207,0.06902878561125628
data/adult.csv,25,True,0.1,0.0,True,True,1,0.2,2,False,1,False,0.01,300,3,,,0.6200890526639029,0.05308758484163771,0.5522318814881357,0.07862804053987826
data/adult.csv,25,True,0.1,0.0,True,True,1,0.2,2,False,2,False,0.01,300,3,,,0.634632273913711,0.04712980165924319,0.5703680728464466,0.05414231583915296
data/adult.csv,25,True,0.1,0.0,True,True,1,0.2,2,False,4,False,0.01,300,3,,,0.6421741133118378,0.0472171002526035,0.5789205287655448,0.060854899907027374
data/adult.csv,25,True,0.1,0.0,False,True,1,0.01,2,False,1,False,0.01,300,4,,,0.6427698449255336,0.03684817235347355,0.5398253620174736,0.06455904467630909
data/adult.csv,25,True,0.1,0.0,False,True,1,0.01,2,False,2,False,0.01,300,4,,,0.6469890987256257,0.037494548607069765,0.5575304756972106,0.06297714303748676
data/adult.csv,25,True,0.1,0.0,False,True,1,0.01,2,False,4,False,0.01,300,4,,,0.6299831107016736,0.045245356253424455,0.569158657594618,0.05044170967283452
data/adult.csv,25,True,0.1,0.0,False,True,1,0.02,2,False,1,False,0.01,300,4,,,0.6179456471672041,0.051032706646524206,0.5287090755337754,0.06889473430348664
data/adult.csv,25,True,0.1,0.0,False,True,1,0.02,2,False,2,False,0.01,300,4,,,0.6403562106556119,0.043144117020381026,0.5505549188075424,0.05221440238807944
data/adult.csv,25,True,0.1,0.0,False,True,1,0.02,2,False,4,False,0.01,300,4,,,0.6407861200675572,0.039209901902336024,0.5556467625008302,0.054609720801438145
data/adult.csv,25,True,0.1,0.0,False,True,1,0.05,2,False,1,False,0.01,300,4,,,0.6168278826961462,0.06379523282367636,0.5441616893576373,0.06206564404382035
data/adult.csv,25,True,0.1,0.0,False,True,1,0.05,2,False,2,False,0.01,300,4,,,0.6096115461384922,0.0484193600022937,0.5213225751786159,0.05899397428583231
data/adult.csv,25,True,0.1,0.0,False,True,1,0.05,2,False,4,False,0.01,300,4,,,0.6179579302932595,0.034079374416854484,0.5335458068637877,0.06609672619266511
data/adult.csv,25,True,0.1,0.0,False,True,1,0.1,2,False,1,False,0.01,300,4,,,0.5983540611085522,0.059169105922243996,0.5221344663438022,0.050540303625913975
data/adult.csv,25,True,0.1,0.0,False,True,1,0.1,2,False,2,False,0.01,300,4,,,0.605631813296484,0.05667077357475334,0.512194013876324,0.06455536690042898
data/adult.csv,25,True,0.1,0.0,False,True,1,0.1,2,False,4,False,0.01,300,4,,,0.586715799170889,0.05610492657696289,0.5114075032648532,0.059252479714077884
data/adult.csv,25,True,0.1,0.0,False,True,1,0.2,2,False,1,False,0.01,300,4,,,0.5515983417779825,0.08279339592973123,0.5166150843087862,0.06535656767720951
data/adult.csv,25,True,0.1,0.0,False,True,1,0.2,2,False,2,False,0.01,300,4,,,0.5885214187010593,0.0641906531002817,0.5218384688353601,0.0632791304843955
data/adult.csv,25,True,0.1,0.0,False,True,1,0.2,2,False,4,False,0.01,300,4,,,0.5769507139567019,0.062352620841913994,0.5122004637928197,0.07014096746951053
data/adult.csv,25,True,0.1,0.0,True,True,1,0.01,2,False,1,False,0.01,300,4,,,0.6366098572086596,0.06004654383692555,0.5739384857081272,0.0860758058337184
data/adult.csv,25,True,0.1,0.0,True,True,1,0.01,2,False,2,False,0.01,300,4,,,0.6182158759404268,0.04402794140352943,0.5512288299520615,0.07440516172143866
data/adult.csv,25,True,0.1,0.0,True,True,1,0.01,2,False,4,False,0.01,300,4,,,0.6267526485490557,0.05022714431358204,0.5735217439313433,0.07246053544351932
data/adult.csv,25,True,0.1,0.0,True,True,1,0.02,2,False,1,False,0.01,300,4,,,0.6097835099032703,0.05209725632755129,0.5552195230545913,0.06866788119245174
data/adult.csv,25,True,0.1,0.0,True,True,1,0.02,2,False,2,False,0.01,300,4,,,0.6358421618301857,0.04595958336258541,0.5829252394734019,0.0699190295152436
data/adult.csv,25,True,0.1,0.0,True,True,1,0.02,2,False,4,False,0.01,300,4,,,0.6114355903577461,0.04127577056097246,0.5520853841893445,0.053046503982051185
data/adult.csv,25,True,0.1,0.0,True,True,1,0.05,2,False,1,False,0.01,300,4,,,0.6089605404575464,0.06092550753383938,0.5469886183517816,0.06874432678088639
data/adult.csv,25,True,0.1,0.0,True,True,1,0.05,2,False,2,False,0.01,300,4,,,0.632992476585291,0.03760850496356096,0.5642239960273789,0.05086450253815106
data/adult.csv,25,True,0.1,0.0,True,True,1,0.05,2,False,4,False,0.01,300,4,,,0.6089973898357132,0.060107000747733175,0.5564947457955473,0.0777828310363515
data/adult.csv,25,True,0.1,0.0,True,True,1,0.1,2,False,1,False,0.01,300,4,,,0.6265991094733611,0.05929858767567724,0.5473465115507389,0.08549016603502133
data/adult.csv,25,True,0.1,0.0,True,True,1,0.1,2,False,2,False,0.01,300,4,,,0.627127283893751,0.05958178932425576,0.5581583673766984,0.07084979141677886
data/adult.csv,25,True,0.1,0.0,True,True,1,0.1,2,False,4,False,0.01,300,4,,,0.6195977276216796,0.03383092913024399,0.5668481211455894,0.06963060407391418
data/adult.csv,25,True,0.1,0.0,True,True,1,0.2,2,False,1,False,0.01,300,4,,,0.6300752341470904,0.05031047428924514,0.5461607107599604,0.06606016883909217
data/adult.csv,25,True,0.1,0.0,True,True,1,0.2,2,False,2,False,0.01,300,4,,,0.6234300629510211,0.057535564077755015,0.5639274595439833,0.06494536345456078
data/adult.csv,25,True,0.1,0.0,True,True,1,0.2,2,False,4,False,0.01,300,4,,,0.6252049746660525,0.05324723598660068,0.5360604553038913,0.06626973937769279
data/adult.csv,25,True,0.1,0.0,False,True,1,0.01,2,False,1,False,0.01,300,8,,,0.6567848917549517,0.040844762158394214,0.5843272722912255,0.0545760730151049
data/adult.csv,25,True,0.1,0.0,False,True,1,0.01,2,False,2,False,0.01,300,8,,,0.6389805005373868,0.04043646140541331,0.5446118959016836,0.06511994444189138
data/adult.csv,25,True,0.1,0.0,False,True,1,0.01,2,False,4,False,0.01,300,8,,,0.6291662828189774,0.053340284218820526,0.5503312422592634,0.07068269886945762
data/adult.csv,25,True,0.1,0.0,False,True,1,0.02,2,False,1,False,0.01,300,8,,,0.6371871641332719,0.052944726101726625,0.5318106052131288,0.06790881077323171
data/adult.csv,25,True,0.1,0.0,False,True,1,0.02,2,False,2,False,0.01,300,8,,,0.6239336711192999,0.030195815166028622,0.5082303386206998,0.04385731413564316
data/adult.csv,25,True,0.1,0.0,False,True,1,0.02,2,False,4,False,0.01,300,8,,,0.6368370950406878,0.04519056476979494,0.53669775761784,0.059615630200233125
data/adult.csv,25,True,0.1,0.0,False,True,1,0.05,2,False,1,False,0.01,300,8,,,0.6002579456471672,0.055977106328824376,0.5343202194096227,0.06914423940805614
data/adult.csv,25,True,0.1,0.0,False,True,1,0.05,2,False,2,False,0.01,300,8,,,0.6074435743896822,0.05414259849227057,0.5180329738633114,0.06568526060316754
data/adult.csv,25,True,0.1,0.0,False,True,1,0.05,2,False,4,False,0.01,300,8,,,0.6186089359742054,0.03264525282475718,0.5405419429576317,0.03850143014524117
data/adult.csv,25,True,0.1,0.0,False,True,1,0.1,2,False,1,False,0.01,300,8,,,0.6039797328420083,0.05776001293906596,0.5207034970429194,0.07743523677634433
data/adult.csv,25,True,0.1,0.0,False,True,1,0.1,2,False,2,False,0.01,300,8,,,0.5932749884845693,0.06651155390315847,0.5278014896346664,0.07958499690499968
data/adult.csv,25,True,0.1,0.0,False,True,1,0.1,2,False,4,False,0.01,300,8,,,0.5779947796714264,0.06290974099005558,0.5140713019261836,0.07059352602441704
data/adult.csv,25,True,0.1,0.0,False,True,1,0.2,2,False,1,False,0.01,300,8,,,0.5672101949946261,0.06584937481422813,0.4964708315980249,0.08141266320813789
data/adult.csv,25,True,0.1,0.0,False,True,1,0.2,2,False,2,False,0.01,300,8,,,0.5701704283740212,0.07601576976148339,0.5081469471785051,0.06818671947184869
data/adult.csv,25,True,0.1,0.0,False,True,1,0.2,2,False,4,False,0.01,300,8,,,0.5810409949332105,0.07355392545297094,0.5315364429944123,0.08390460935352993
data/adult.csv,25,True,0.1,0.0,True,True,1,0.01,2,False,1,False,0.01,300,8,,,0.6084937816674344,0.04155783640493241,0.5570031835888787,0.05544857446637724
data/adult.csv,25,True,0.1,0.0,True,True,1,0.01,2,False,2,False,0.01,300,8,,,0.6127990173499155,0.051931730728691845,0.549643635312769,0.066222826729514
data/adult.csv,25,True,0.1,0.0,True,True,1,0.01,2,False,4,False,0.01,300,8,,,0.6204514048825426,0.050339204374104586,0.5548861220254638,0.07429424701574129
data/adult.csv,25,True,0.1,0.0,True,True,1,0.02,2,False,1,False,0.01,300,8,,,0.6297988638108398,0.045583066396716714,0.5711482095174197,0.042697026673169505
data/adult.csv,25,True,0.1,0.0,True,True,1,0.02,2,False,2,False,0.01,300,8,,,0.6013081529249195,0.051685745184056435,0.5319649278677072,0.05824650985707983
data/adult.csv,25,True,0.1,0.0,True,True,1,0.02,2,False,4,False,0.01,300,8,,,0.6350867495777677,0.04838448163087614,0.572058321139253,0.06144885700176323
data/adult.csv,25,True,0.1,0.0,True,True,1,0.05,2,False,1,False,0.01,300,8,,,0.6092799017349916,0.04167061331096201,0.5632886383575402,0.05882651304365256
data/adult.csv,25,True,0.1,0.0,True,True,1,0.05,2,False,2,False,0.01,300,8,,,0.6122954091816367,0.04383863692720213,0.5539320457355216,0.050159645760387596
data/adult.csv,25,True,0.1,0.0,True,True,1,0.05,2,False,4,False,0.01,300,8,,,0.6175587286964533,0.03730004068988471,0.5479690414170123,0.05128458325843801
data/adult.csv,25,True,0.1,0.0,True,True,1,0.1,2,False,1,False,0.01,300,8,,,0.6173192077383693,0.0563630884090389,0.5637891438746856,0.05079197554688281
data/adult.csv,25,True,0.1,0.0,True,True,1,0.1,2,False,2,False,0.01,300,8,,,0.61817902656226,0.040273671254558045,0.5771473269377753,0.0635913032006245
data/adult.csv,25,True,0.1,0.0,True,True,1,0.1,2,False,4,False,0.01,300,8,,,0.6299155535083679,0.04763648005770123,0.5801168693755837,0.05254255162687535
data/adult.csv,25,True,0.1,0.0,True,True,1,0.2,2,False,1,False,0.01,300,8,,,0.6140764624596959,0.05232696614026684,0.5401156552135975,0.07337966303722619
data/adult.csv,25,True,0.1,0.0,True,True,1,0.2,2,False,2,False,0.01,300,8,,,0.620469829571626,0.04448875344748874,0.5328818313643459,0.0614809651555015
data/adult.csv,25,True,0.1,0.0,True,True,1,0.2,2,False,4,False,0.01,300,8,,,0.6136711192998618,0.045926300339221265,0.5511542363856351,0.06420771619936966
data/adult.csv,25,True,0.1,0.0,False,True,1,0.01,2,False,1,False,0.01,300,16,,,0.6396622140334715,0.03744060532727423,0.5475651032587469,0.05245901051802149
data/adult.csv,25,True,0.1,0.0,False,True,1,0.01,2,False,2,False,0.01,300,16,,,0.6460371564563181,0.0429404164512952,0.577982599216162,0.06089294357446187
data/adult.csv,25,True,0.1,0.0,False,True,1,0.01,2,False,4,False,0.01,300,16,,,0.6305481345002303,0.04682415779443204,0.5533530726916694,0.05161657924351517
data/adult.csv,25,True,0.1,0.0,False,True,1,0.02,2,False,1,False,0.01,300,16,,,0.641289728235836,0.03936743146372365,0.5533382410526264,0.053555015894953636
data/adult.csv,25,True,0.1,0.0,False,True,1,0.02,2,False,2,False,0.01,300,16,,,0.6454475664056503,0.039509825827728405,0.5691414284525059,0.058651468492456026
data/adult.csv,25,True,0.1,0.0,False,True,1,0.02,2,False,4,False,0.01,300,16,,,0.6302717641639798,0.03500875383365205,0.5365363664222226,0.05867029967407459
data/adult.csv,25,True,0.1,0.0,False,True,1,0.05,2,False,1,False,0.01,300,16,,,0.6036787962536466,0.0650854047794695,0.5246459072836993,0.0735149129064616
data/adult.csv,25,True,0.1,0.0,False,True,1,0.05,2,False,2,False,0.01,300,16,,,0.6216858590511284,0.04927783434843844,0.5411431813222429,0.06024865214696727
data/adult.csv,25,True,0.1,0.0,False,True,1,0.05,2,False,4,False,0.01,300,16,,,0.6285091355750039,0.048994819364809664,0.5500881160311029,0.062238822304279635
data/adult.csv,25,True,0.1,0.0,False,True,1,0.1,2,False,1,False,0.01,300,16,,,0.5990112083525257,0.06781225499330681,0.5154570257240698,0.06384374611763438
data/adult.csv,25,True,0.1,0.0,False,True,1,0.1,2,False,2,False,0.01,300,16,,,0.5815446031014893,0.056616734192184874,0.5127442165043741,0.06969771141633602
data/adult.csv,25,True,0.1,0.0,False,True,1,0.1,2,False,4,False,0.01,300,16,,,0.6098449255335483,0.04479193368441944,0.5555823098435966,0.06230950412207449
data/adult.csv,25,True,0.1,0.0,False,True,1,0.2,2,False,1,False,0.01,300,16,,,0.5480178105327805,0.08617268732665123,0.4910938731181893,0.06138715203052497
data/adult.csv,25,True,0.1,0.0,False,True,1,0.2,2,False,2,False,0.01,300,16,,,0.572080454475664,0.06605812033355492,0.5069853477241204,0.08502862172550948
data/adult.csv,25,True,0.1,0.0,False,True,1,0.2,2,False,4,False,0.01,300,16,,,0.5765208045447566,0.06622634709949207,0.5223876025000921,0.06675888226723659
data/adult.csv,25,True,0.1,0.0,True,True,1,0.01,2,False,1,False,0.01,300,16,,,0.613929064947029,0.04365023019881632,0.5551673613100822,0.050041957493228366
data/adult.csv,25,True,0.1,0.0,True,True,1,0.01,2,False,2,False,0.01,300,16,,,0.6126270535851375,0.056446969806529836,0.5609167813364458,0.06595368056242873
data/adult.csv,25,True,0.1,0.0,True,True,1,0.01,2,False,4,False,0.01,300,16,,,0.6149608475356978,0.03402457179360189,0.54607976286888,0.052596639843417364
data/adult.csv,25,True,0.1,0.0,True,True,1,0.02,2,False,1,False,0.01,300,16,,,0.6156671272838937,0.043650652748756895,0.5681511282282263,0.05218366328956782
data/adult.csv,25,True,0.1,0.0,True,True,1,0.02,2,False,2,False,0.01,300,16,,,0.6052080454475663,0.04203134976270633,0.5319746471994005,0.05773006749121973
data/adult.csv,25,True,0.1,0.0,True,True,1,0.02,2,False,4,False,0.01,300,16,,,0.6218148318747122,0.04398121010281669,0.5719935821423033,0.047737255013993056
data/adult.csv,25,True,0.1,0.0,True,True,1,0.05,2,False,1,False,0.01,300,16,,,0.6338891447873484,0.04725598763158102,0.564995547943873,0.06288400600906353
data/adult.csv,25,True,0.1,0.0,True,True,1,0.05,2,False,2,False,0.01,300,16,,,0.6160663288807001,0.0456505540275055,0.5474881172508129,0.05229047221690043
data/adult.csv,25,True,0.1,0.0,True,True,1,0.05,2,False,4,False,0.01,300,16,,,0.619732842008291,0.04112854679805892,0.560892857281219,0.06833483086467265
data/adult.csv,25,True,0.1,0.0,True,True,1,0.1,2,False,1,False,0.01,300,16,,,0.6179149393520652,0.03520417964086197,0.5492075332442444,0.05636177961568124
data/adult.csv,25,True,0.1,0.0,True,True,1,0.1,2,False,2,False,0.01,300,16,,,0.6331398740979579,0.04083813574402121,0.5691784176746998,0.053764886500560764
data/adult.csv,25,True,0.1,0.0,True,True,1,0.1,2,False,4,False,0.01,300,16,,,0.6233686473207432,0.03892462374344388,0.5718658091829525,0.03674440022302915
data/adult.csv,25,True,0.1,0.0,True,True,1,0.2,2,False,1,False,0.01,300,16,,,0.6236204514048825,0.04732469612194561,0.5493675648940897,0.04723990812939496
data/adult.csv,25,True,0.1,0.0,True,True,1,0.2,2,False,2,False,0.01,300,16,,,0.6256041762628589,0.04252962732668891,0.5477485455249255,0.04706937210118115
data/adult.csv,25,True,0.1,0.0,True,True,1,0.2,2,False,4,False,0.01,300,16,,,0.6210594196222938,0.04067610281360785,0.5616907336577869,0.05193829018864364
data/adult.csv,25,True,0.1,1e-06,False,True,1,0.01,2,False,1,False,0.01,300,3,,,0.7709504068785507,0.010562060040758185,0.8448235158980499,0.017874691956146698
data/adult.csv,25,True,0.1,1e-06,False,True,1,0.01,2,False,2,False,0.01,300,3,,,0.7877537233225855,0.011041573865610957,0.8575929809115993,0.010520658791618571
data/adult.csv,25,True,0.1,1e-06,False,True,1,0.01,2,False,4,False,0.01,300,3,,,0.8061292799017349,0.008664254527676407,0.8626524380081005,0.009780602103969988
data/adult.csv,25,True,0.1,1e-06,False,True,1,0.02,2,False,1,False,0.01,300,3,,,0.7611361891601411,0.005738257926175933,0.8295753696463339,0.020043796877397515
data/adult.csv,25,True,0.1,1e-06,False,True,1,0.02,2,False,2,False,0.01,300,3,,,0.7732657761400276,0.010645874708302439,0.85151257572653,0.012517777568969587
data/adult.csv,25,True,0.1,1e-06,False,True,1,0.02,2,False,4,False,0.01,300,3,,,0.7927652387532628,0.009869830005332743,0.8603377370042145,0.010146031057597479
data/adult.csv,25,True,0.1,1e-06,False,True,1,0.05,2,False,1,False,0.01,300,3,,,0.7605036081682789,0.004932344289782135,0.8150928198196552,0.027543801123650742
data/adult.csv,25,True,0.1,1e-06,False,True,1,0.05,2,False,2,False,0.01,300,3,,,0.7594656840165822,0.004090483845931962,0.8370128712050652,0.02359581449998364
data/adult.csv,25,True,0.1,1e-06,False,True,1,0.05,2,False,4,False,0.01,300,3,,,0.7650176569937049,0.00777982117773137,0.8474098793611925,0.015534395070393834
data/adult.csv,25,True,0.1,1e-06,False,True,1,0.1,2,False,1,False,0.01,300,3,,,0.7603439275295563,0.004444115807280347,0.8050214371227072,0.030262990767521983
data/adult.csv,25,True,0.1,1e-06,False,True,1,0.1,2,False,2,False,0.01,300,3,,,0.7599385843697221,0.004858849760464225,0.8197468118923597,0.022558071267100573
data/adult.csv,25,True,0.1,1e-06,False,True,1,0.1,2,False,4,False,0.01,300,3,,,0.7602395209580837,0.004684140770217645,0.8320104270921733,0.013430095697784509
data/adult.csv,25,True,0.1,1e-06,False,True,1,0.2,2,False,1,False,0.01,300,3,,,0.7599938584369721,0.0052460381537180415,0.7846141559370305,0.03591957798844453
data/adult.csv,25,True,0.1,1e-06,False,True,1,0.2,2,False,2,False,0.01,300,3,,,0.7600736987563336,0.005037182549984114,0.8004123590216504,0.024819856282669927
data/adult.csv,25,True,0.1,1e-06,False,True,1,0.2,2,False,4,False,0.01,300,3,,,0.7599570090588053,0.0032027529857288463,0.8135432379492034,0.029376990303690315
data/adult.csv,25,True,0.1,1e-06,True,True,1,0.01,2,False,1,False,0.01,300,3,,,0.7941532319975434,0.010684000447200581,0.8340378901376678,0.01707336861283793
